model,true_label,predicted_label,count,row_proportion
Fine-tuned MedGemma-4B,Impacted stool,Hemorrhoid(s),0,0.0
Fine-tuned MedGemma-4B,Impacted stool,Ileum,0,0.0
Fine-tuned MedGemma-4B,Impacted stool,Impacted stool,19,0.7307692307692307
Fine-tuned MedGemma-4B,Impacted stool,Retroflex rectum,0,0.0
Fine-tuned MedGemma-4B,Impacted stool,Ulcerative colitis grade 0-1,0,0.0
Fine-tuned MedGemma-4B,Impacted stool,Ulcerative colitis grade 1,0,0.0
Fine-tuned MedGemma-4B,Impacted stool,Ulcerative colitis grade 1-2,0,0.0
Fine-tuned MedGemma-4B,Impacted stool,Ulcerative colitis grade 2,0,0.0
Fine-tuned MedGemma-4B,Impacted stool,Ulcerative colitis grade 2-3,0,0.0
Fine-tuned MedGemma-4B,Impacted stool,Ulcerative colitis grade 3,0,0.0
Fine-tuned MedGemma-4B,Impacted stool,Other,7,0.2692307692307692
Fine-tuned MedGemma-4B,Retroflex rectum,Barrett's esophagus,0,0.0
Fine-tuned MedGemma-4B,Retroflex rectum,Barrett's esophagus (short segment),0,0.0
Fine-tuned MedGemma-4B,Retroflex rectum,Esophagitis LA grade A,0,0.0
Fine-tuned MedGemma-4B,Retroflex rectum,Esophagitis LA grade B-D,0,0.0
Fine-tuned MedGemma-4B,Retroflex rectum,Hemorrhoid(s),0,0.0
Fine-tuned MedGemma-4B,Retroflex rectum,Ileum,0,0.0
Fine-tuned MedGemma-4B,Retroflex rectum,Impacted stool,0,0.0
Fine-tuned MedGemma-4B,Retroflex rectum,Retroflex rectum,78,1.0
Fine-tuned MedGemma-4B,Retroflex rectum,Ulcerative colitis grade 0-1,0,0.0
Fine-tuned MedGemma-4B,Retroflex rectum,Ulcerative colitis grade 1,0,0.0
Fine-tuned MedGemma-4B,Retroflex rectum,Ulcerative colitis grade 1-2,0,0.0
Fine-tuned MedGemma-4B,Retroflex rectum,Ulcerative colitis grade 2,0,0.0
Fine-tuned MedGemma-4B,Retroflex rectum,Ulcerative colitis grade 2-3,0,0.0
Fine-tuned MedGemma-4B,Retroflex rectum,Ulcerative colitis grade 3,0,0.0
Fine-tuned MedGemma-4B,Retroflex rectum,Other,0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 0-1,Barrett's esophagus,0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 0-1,Barrett's esophagus (short segment),0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 0-1,Esophagitis LA grade A,0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 0-1,Esophagitis LA grade B-D,0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 0-1,Hemorrhoid(s),0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 0-1,Ileum,0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 0-1,Impacted stool,0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 0-1,Retroflex rectum,0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 0-1,Ulcerative colitis grade 0-1,0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 0-1,Ulcerative colitis grade 1,5,0.7142857142857143
Fine-tuned MedGemma-4B,Ulcerative colitis grade 0-1,Ulcerative colitis grade 1-2,0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 0-1,Ulcerative colitis grade 2,1,0.14285714285714285
Fine-tuned MedGemma-4B,Ulcerative colitis grade 0-1,Ulcerative colitis grade 2-3,0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 0-1,Ulcerative colitis grade 3,0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 0-1,Other,1,0.14285714285714285
Fine-tuned MedGemma-4B,Ulcerative colitis grade 1,Barrett's esophagus,0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 1,Barrett's esophagus (short segment),0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 1,Esophagitis LA grade A,1,0.025
Fine-tuned MedGemma-4B,Ulcerative colitis grade 1,Esophagitis LA grade B-D,0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 1,Hemorrhoid(s),0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 1,Ileum,0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 1,Impacted stool,0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 1,Retroflex rectum,0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 1,Ulcerative colitis grade 0-1,0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 1,Ulcerative colitis grade 1,18,0.45
Fine-tuned MedGemma-4B,Ulcerative colitis grade 1,Ulcerative colitis grade 1-2,0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 1,Ulcerative colitis grade 2,16,0.4
Fine-tuned MedGemma-4B,Ulcerative colitis grade 1,Ulcerative colitis grade 2-3,0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 1,Ulcerative colitis grade 3,0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 1,Other,5,0.125
Fine-tuned MedGemma-4B,Ulcerative colitis grade 1-2,Barrett's esophagus,0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 1-2,Barrett's esophagus (short segment),0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 1-2,Esophagitis LA grade A,0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 1-2,Esophagitis LA grade B-D,0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 1-2,Hemorrhoid(s),0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 1-2,Ileum,0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 1-2,Impacted stool,0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 1-2,Retroflex rectum,0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 1-2,Ulcerative colitis grade 0-1,0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 1-2,Ulcerative colitis grade 1,1,0.5
Fine-tuned MedGemma-4B,Ulcerative colitis grade 1-2,Ulcerative colitis grade 1-2,0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 1-2,Ulcerative colitis grade 2,1,0.5
Fine-tuned MedGemma-4B,Ulcerative colitis grade 1-2,Ulcerative colitis grade 2-3,0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 1-2,Ulcerative colitis grade 3,0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 1-2,Other,0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 2,Barrett's esophagus,0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 2,Barrett's esophagus (short segment),0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 2,Esophagitis LA grade A,0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 2,Esophagitis LA grade B-D,1,0.011363636363636364
Fine-tuned MedGemma-4B,Ulcerative colitis grade 2,Hemorrhoid(s),0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 2,Ileum,0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 2,Impacted stool,0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 2,Retroflex rectum,0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 2,Ulcerative colitis grade 0-1,0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 2,Ulcerative colitis grade 1,18,0.20454545454545456
Fine-tuned MedGemma-4B,Ulcerative colitis grade 2,Ulcerative colitis grade 1-2,0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 2,Ulcerative colitis grade 2,62,0.7045454545454546
Fine-tuned MedGemma-4B,Ulcerative colitis grade 2,Ulcerative colitis grade 2-3,0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 2,Ulcerative colitis grade 3,4,0.045454545454545456
Fine-tuned MedGemma-4B,Ulcerative colitis grade 2,Other,3,0.03409090909090909
Fine-tuned MedGemma-4B,Ulcerative colitis grade 2-3,Barrett's esophagus,0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 2-3,Barrett's esophagus (short segment),0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 2-3,Esophagitis LA grade A,0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 2-3,Esophagitis LA grade B-D,0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 2-3,Hemorrhoid(s),0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 2-3,Ileum,0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 2-3,Impacted stool,0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 2-3,Retroflex rectum,0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 2-3,Ulcerative colitis grade 0-1,0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 2-3,Ulcerative colitis grade 1,0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 2-3,Ulcerative colitis grade 1-2,0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 2-3,Ulcerative colitis grade 2,4,0.8
Fine-tuned MedGemma-4B,Ulcerative colitis grade 2-3,Ulcerative colitis grade 2-3,0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 2-3,Ulcerative colitis grade 3,1,0.2
Fine-tuned MedGemma-4B,Ulcerative colitis grade 2-3,Other,0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 3,Barrett's esophagus,0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 3,Barrett's esophagus (short segment),0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 3,Esophagitis LA grade A,0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 3,Esophagitis LA grade B-D,0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 3,Hemorrhoid(s),0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 3,Ileum,0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 3,Impacted stool,0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 3,Retroflex rectum,0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 3,Ulcerative colitis grade 0-1,0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 3,Ulcerative colitis grade 1,0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 3,Ulcerative colitis grade 1-2,0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 3,Ulcerative colitis grade 2,18,0.6923076923076923
Fine-tuned MedGemma-4B,Ulcerative colitis grade 3,Ulcerative colitis grade 2-3,0,0.0
Fine-tuned MedGemma-4B,Ulcerative colitis grade 3,Ulcerative colitis grade 3,8,0.3076923076923077
Fine-tuned MedGemma-4B,Ulcerative colitis grade 3,Other,0,0.0
